district_id,state,district,cook_rating,incumb_status,pvi,d_total,r_total,ratio,mu_hat,sigma_i,p_win,msg_i_per_1m,recommended_share,observed_share,difference,outcome,redistricting_flagged
GA-07,GA,7,Likely D,Challenger,8.481636073280551,19514.49,1720388.99,0.01121584629510598,-16.376,6.683,0.0071,0.862302,0.004149,1.5e-05,0.004133,R,False
NC-06,NC,6,Likely D,Incumbent,4.163220378592431,988076.08,1480494.94,0.4002623671730538,5.952,11.342,0.7001,0.62626,0.002815,0.000765,0.00205,R,True
NC-14,NC,14,Likely D,Incumbent,5.0351647382739895,972231.9600000001,1475688.71,0.39716644902549075,6.607,11.41,0.7187,0.617669,0.002689,0.000753,0.001936,R,True
FL-27,FL,27,Toss-Up,Challenger,2.7019707357899074,641799.11,1849517.0,0.257614482330787,-4.381,6.421,0.2475,0.315856,0.006127,0.000497,0.00563,R,False
NC-13,NC,13,Toss-Up,Incumbent,-1.864598296187117,1731102.48,4512302.43,0.27726897501510916,-12.83,11.162,0.1252,0.258876,0.008492,0.001341,0.007151,R,True
FL-28,FL,28,Toss-Up,Challenger,0.7406612144223361,1186116.33,1270923.94,0.4827419169649996,-2.972,6.334,0.3194,0.134861,0.00531,0.000919,0.004392,R,False
CT-02,CT,2,Lean D,Incumbent,2.1286702699589153,1139652.66,757453.19,0.6007322469645012,17.454,11.183,0.9407,0.124214,0.001944,0.000883,0.001061,D,False
FL-15,FL,15,Likely R,Challenger,-3.487792213850338,542647.03,1815179.46,0.23014714284595214,-11.742,6.456,0.0345,0.093449,0.005328,0.00042,0.004907,R,False
OH-10,OH,10,Likely R,Challenger,-4.1762804360223,205053.9,1395565.12,0.1281091236814117,-15.799,6.487,0.0074,0.075371,0.004544,0.000159,0.004386,R,False
VA-10,VA,10,Lean D,Open,4.930169768920273,2945644.78,9517135.17,0.23635535505062014,-4.748,9.45,0.3077,0.068885,0.011393,0.002281,0.009112,D,False
FL-09,FL,9,Safe D,Incumbent,9.587847940804794,2224952.97,2081584.55,0.5166454395595281,20.294,11.776,0.9576,0.056414,0.002807,0.001723,0.001084,D,False
NY-02,NY,2,Likely R,Challenger,-3.774283387941013,1025032.4,2757786.53,0.270970516688199,-11.154,6.469,0.0423,0.055365,0.006091,0.000794,0.005297,R,False
FL-22,FL,22,Likely D,Incumbent,7.92701110812219,2249966.27,1881546.36,0.5445865646548925,20.313,11.641,0.9595,0.051133,0.002804,0.001742,0.001061,D,False
CO-05,CO,5,Safe R,Open,-10.35789116985529,163412.92,1062074.21,0.1333452763392138,-25.74,9.812,0.0044,0.050583,0.002807,0.000127,0.002681,R,False
FL-07,FL,7,Likely R,Challenger,-5.117554716684672,277060.19,1614017.08,0.1465091852116651,-16.126,6.529,0.0068,0.050146,0.004401,0.000215,0.004187,R,False
MN-01,MN,1,Likely R,Open,-7.847842235909125,1252229.5,1914098.15,0.3954832343393142,-14.987,9.643,0.0601,0.043206,0.004244,0.00097,0.003274,R,False
TX-15,TX,15,Toss-Up,Challenger,1.0192203759560066,4433511.16,8267123.069999999,0.3490779341969917,-4.458,6.346,0.2412,0.039597,0.011786,0.003434,0.008352,R,False
VA-05,VA,5,Likely R,Challenger,-6.758397945939892,353802.56,1431064.58,0.1982234711318625,-16.289,6.604,0.0068,0.037127,0.003458,0.000274,0.003184,R,False
CA-23,CA,23,Safe R,Challenger,-8.137760237717675,772326.34,905220.42,0.46039035001325385,-13.029,6.667,0.0253,0.035475,0.00243,0.000598,0.001832,R,False
PA-01,PA,1,Toss-Up,Challenger,-0.3294379916098378,3979242.47,3794856.72,0.5118589784805666,-3.8,6.316,0.2737,0.035353,0.008438,0.003082,0.005356,R,False
NJ-02,NJ,2,Likely R,Challenger,-4.761067754946824,1709554.38,2950258.37,0.36687190488501925,-10.563,6.513,0.0524,0.034188,0.005625,0.001324,0.004301,R,False
NV-01,NV,1,Likely D,Incumbent,3.1666798532818117,3053534.9899999998,1905075.67,0.6158045467518113,19.393,11.264,0.9574,0.034043,0.003549,0.002365,0.001185,D,False
MD-02,MD,2,Likely D,Open,6.588015915525597,1406530.32,325170.16,0.8122249408858512,5.85,9.559,0.7297,0.033247,0.002299,0.001089,0.001209,D,False
AZ-04,AZ,4,Lean D,Incumbent,1.6182962123334588,1815468.16,825631.21,0.6873910844180012,21.435,11.143,0.9728,0.032547,0.002125,0.001406,0.000719,D,False
WI-01,WI,1,Lean R,Challenger,-2.905236133876948,2545311.6399999997,5775714.89,0.30588913889690483,-9.503,6.43,0.0697,0.031522,0.008393,0.001971,0.006421,R,False
MI-04,MI,4,Likely R,Challenger,-5.202260954909226,1054256.94,3229965.39,0.24607895174291758,-13.304,6.533,0.0209,0.030913,0.005464,0.000816,0.004647,R,False
NM-01,NM,1,Lean D,Challenger,4.293054721329781,1269482.6800000002,191416.11,0.8689737363667747,4.077,6.492,0.735,0.029161,0.001919,0.000983,0.000936,D,False
VA-01,VA,1,Likely R,Challenger,-6.880373957461114,723189.15,2005527.71,0.2650290180711531,-14.776,6.609,0.0127,0.028656,0.003754,0.00056,0.003194,R,False
TN-07,TN,7,Safe R,Open,-10.102757532277787,1250056.05,2254371.99,0.35670758130333874,-18.251,9.795,0.0312,0.027013,0.003636,0.000968,0.002667,R,False
IA-02,IA,2,Likely R,Challenger,-4.036017317545893,501481.18,3828581.41,0.11581384092648878,-16.201,6.48,0.0062,0.026656,0.006613,0.000388,0.006225,R,False
UT-02,UT,2,Safe R,Open,-11.340716989963664,346220.17,1815662.54,0.16014752715238653,-25.522,9.879,0.0049,0.025604,0.002999,0.000268,0.002731,R,False
NC-11,NC,11,Safe R,Challenger,-8.230709932398778,620895.51,1432022.21,0.3024453946454318,-15.54,6.671,0.0099,0.025541,0.002729,0.000481,0.002249,R,False
NY-11,NY,11,Likely R,Challenger,-5.641502588722533,273868.12,2075796.47,0.1165562613343039,-18.018,6.553,0.003,0.025293,0.004523,0.000212,0.004311,R,False
TN-05,TN,5,Safe R,Challenger,-9.101000979194431,428527.89,1054347.42,0.28898443929179723,-16.778,6.711,0.0062,0.024964,0.002147,0.000332,0.001815,R,False
CA-09,CA,9,Likely D,Incumbent,4.989054547840372,4939757.94,3632540.15,0.576246636332265,19.098,11.407,0.953,0.024886,0.005209,0.003826,0.001384,D,False
CA-40,CA,40,Lean R,Challenger,-2.3490241947268897,2157503.0,10118044.16,0.17575615749579346,-11.947,6.405,0.0311,0.02313,0.010217,0.001671,0.008546,R,False
TX-34,TX,34,Safe D,Incumbent,11.644424539330867,7341989.64,8322013.430000001,0.4687173264196762,19.172,11.944,0.9458,0.022601,0.007384,0.005686,0.001698,D,False
CA-03,CA,3,Likely R,Challenger,-4.260867603951912,3282405.92,4352725.2,0.42990825807848077,-9.118,6.49,0.08,0.022281,0.006685,0.002542,0.004143,R,False
OH-15,OH,15,Likely R,Challenger,-6.124369085418522,472611.65,2620026.0300000003,0.15281830557015008,-17.041,6.575,0.0048,0.021405,0.004529,0.000366,0.004163,R,False
TX-03,TX,3,Safe R,Challenger,-12.263087849046576,428977.01,119411.3,0.7822504640917674,-14.49,6.86,0.0173,0.018603,0.000586,0.000332,0.000254,R,False
MN-08,MN,8,Safe R,Challenger,-8.04388507656337,1298479.4200000002,2176224.23,0.3736950113716892,-14.119,6.663,0.017,0.017505,0.003067,0.001006,0.002061,R,False
CT-05,CT,5,Lean D,Incumbent,2.141638010775665,6256600.0,3750179.02,0.6252361511626545,18.811,11.184,0.9537,0.017447,0.006068,0.004845,0.001222,D,False
FL-13,FL,13,Likely R,Challenger,-5.446031223054323,3461299.23,4372824.18,0.44182342412193376,-10.279,6.544,0.0581,0.016141,0.005646,0.002681,0.002966,R,False
WA-03,WA,3,Toss-Up,Incumbent,-4.816242854185046,15570451.45,8808837.489999998,0.6386753727034666,11.957,11.393,0.853,0.01578,0.015429,0.012059,0.00337,D,False
MN-03,MN,3,Likely D,Open,6.6782863467643505,2239575.9099999997,372978.57,0.8572360603940401,6.335,9.565,0.7461,0.015371,0.002449,0.001734,0.000715,R,False
OR-04,OR,4,Likely D,Incumbent,3.8251339099398374,2941401.6,1358091.48,0.6841275344022649,23.635,11.315,0.9816,0.014381,0.002691,0.002278,0.000413,D,False
SC-01,SC,1,Likely R,Challenger,-7.794760907709938,1093783.56,3053336.46,0.2637453352507507,-15.833,6.651,0.0086,0.013572,0.003322,0.000847,0.002475,R,False
WI-08,WI,8,Safe R,Open,-10.173587881331,2829027.8400000003,1557633.01,0.6449160162450215,-13.997,9.799,0.0766,0.013477,0.003247,0.002191,0.001056,R,False
CA-48,CA,48,Safe R,Challenger,-10.09708544488959,135921.98,761026.37,0.15153824632154128,-21.636,6.758,0.0007,0.01269,0.00162,0.000105,0.001515,R,False
AZ-08,AZ,8,Safe R,Open,-10.181826844449171,576752.74,4216362.52,0.12032941181556314,-26.289,9.8,0.0037,0.012437,0.003978,0.000447,0.003532,R,False
NH-01,NH,1,Lean D,Incumbent,-0.6241611239493683,4050929.83,1454683.06,0.7357818122951975,21.303,11.067,0.9729,0.012368,0.003604,0.003137,0.000467,D,False
MO-02,MO,2,Likely R,Challenger,-7.986075858271152,678235.73,2697843.76,0.2008944789389423,-17.606,6.66,0.0041,0.012264,0.00316,0.000525,0.002635,R,False
NH-02,NH,2,Lean D,Open,1.2041262086251447,4301568.36,896786.34,0.8274865045280577,0.192,9.21,0.5083,0.012188,0.00422,0.003331,0.000889,D,False
CA-49,CA,49,Lean D,Incumbent,2.7222366320874105,8501801.63,5070014.49,0.6264306526722969,19.494,11.229,0.9587,0.011628,0.007342,0.006584,0.000758,D,False
NJ-03,NJ,3,Likely D,Incumbent,4.31835427530044,1315833.57,422738.34,0.7568473656059472,27.563,11.354,0.9924,0.011478,0.001136,0.001019,0.000117,D,False
WA-06,WA,6,Likely D,Open,6.012415033952323,2225201.7399999998,255579.9,0.8969760595293668,5.943,9.521,0.7338,0.011458,0.002089,0.001723,0.000366,D,False
GA-02,GA,2,Likely D,Incumbent,3.2435955198042765,1790736.8199999998,598266.2,0.7495749503070951,26.086,11.27,0.9897,0.011427,0.001545,0.001387,0.000158,D,False
VA-02,VA,2,Lean R,Challenger,-2.661735182405322,9194976.14,7940436.73,0.5366066291929388,-6.113,6.419,0.1704,0.011036,0.00936,0.007121,0.002239,R,False
CA-47,CA,47,Likely D,Incumbent,3.120100066463399,12355930.7,8353639.76,0.5966290186397231,18.279,11.26,0.9477,0.010415,0.010349,0.009569,0.00078,D,False
NY-01,NY,1,Likely R,Challenger,-3.6928800390495202,7599753.04,3801486.56,0.6665725225176392,-6.04,6.465,0.1751,0.009764,0.00684,0.005886,0.000954,R,False
PA-17,PA,17,Lean D,Incumbent,0.060852313130244085,5637586.140000001,2181815.6999999997,0.7209740917983057,21.369,11.024,0.9737,0.009175,0.004569,0.004366,0.000203,D,False
NJ-07,NJ,7,Lean R,Challenger,-2.1840325062936543,10847366.99,6558186.859999999,0.6232129746333811,-4.759,6.398,0.2285,0.009082,0.009299,0.008401,0.000898,R,False
OH-06,OH,6,Safe R,Open,-15.378152225349016,111515.76,1088345.94,0.09294051139393815,-34.211,10.159,0.0004,0.008246,0.001562,8.6e-05,0.001475,R,False
OH-12,OH,12,Safe R,Open,-17.225752396313208,472611.65,1527551.22,0.23628658300211322,-29.311,10.29,0.0022,0.008182,0.000913,0.000366,0.000547,R,False
NY-22,NY,22,Toss-Up,Challenger,0.758852657433734,13107599.27,5694164.58,0.6971473195053451,-0.938,6.335,0.4411,0.00789,0.010164,0.010151,1.3e-05,D,True
FL-23,FL,23,Likely D,Incumbent,5.290088644609193,2091402.28,745570.47,0.7371950541294413,27.719,11.43,0.9923,0.00781,0.00162,0.00162,0.0,D,False
KS-03,KS,3,Toss-Up,Incumbent,-2.001934384644852,6155956.92,1887081.29,0.7653770576827833,21.123,11.173,0.9707,0.007654,0.004725,0.004768,-4.3e-05,D,False
ME-02,ME,2,Lean R,Incumbent,-5.701764426813255,23915941.54,10593789.72,0.6930202197117892,13.739,11.463,0.8847,0.007343,0.018062,0.018522,-0.00046,D,False
AZ-02,AZ,2,Likely R,Challenger,-6.433271888721167,5457626.09,8516970.43,0.39053908155339,-12.074,6.589,0.0334,0.007153,0.004227,0.004227,0.0,R,False
NE-02,NE,2,Toss-Up,Challenger,-0.5855479710474842,17682471.669999998,11831496.04,0.5991221459529068,-3.221,6.327,0.3054,0.006877,0.012433,0.013694,-0.001262,R,False
IA-03,IA,3,Lean R,Challenger,-2.591819058935757,14249664.049999999,9563258.940000001,0.5984004591113826,-5.432,6.416,0.1986,0.006788,0.009823,0.011036,-0.001213,R,False
MI-08,MI,8,Toss-Up,Open,-0.8913436295996224,14631698.16,6887147.18,0.6799481072900355,-3.449,9.19,0.3537,0.006201,0.009725,0.011332,-0.001607,D,False
RI-01,RI,1,Safe D,Challenger,12.30038609480771,1642364.36,303296.29,0.8441165523905723,12.532,6.862,0.9661,0.006106,0.001271,0.001272,-1e-06,D,False
CA-22,CA,22,Lean D,Challenger,5.826128820806293,17402432.96,9832896.9,0.6389653824446098,3.991,6.561,0.7285,0.005924,0.011519,0.013477,-0.001959,R,False
MT-01,MT,1,Likely R,Challenger,-6.648156748725844,6300245.86,9546737.64,0.3975675156095165,-12.212,6.599,0.0321,0.005922,0.004806,0.004879,-7.4e-05,R,False
MI-10,MI,10,Likely R,Challenger,-3.3435538497304127,15053776.83,10593282.729999999,0.5869591714708055,-6.366,6.449,0.1618,0.005806,0.008959,0.011658,-0.0027,R,False
TX-24,TX,24,Safe R,Challenger,-11.114874528587615,1234611.14,2266135.28,0.352670828411502,-17.88,6.806,0.0043,0.005679,0.0009,0.000956,-5.6e-05,R,False
CA-45,CA,45,Lean D,Challenger,3.405664749834103,23753662.75,14758892.88,0.6167771097355244,1.211,6.452,0.5745,0.005459,0.01472,0.018396,-0.003676,D,False
KS-02,KS,2,Safe R,Challenger,-10.919753167294175,245108.35,1291877.03,0.1594734427467358,-22.281,6.797,0.0005,0.005433,0.00019,0.00019,0.0,R,False
ME-01,ME,1,Safe D,Incumbent,8.0535576548473,659556.13,161387.15,0.8034125451395375,33.588,11.651,0.998,0.005408,0.000511,0.000511,0.0,D,False
CA-21,CA,21,Safe D,Incumbent,9.24463230357992,1902104.27,753557.41,0.7162449510511444,30.982,11.748,0.9958,0.005292,0.00146,0.001473,-1.3e-05,D,False
NY-25,NY,25,Likely D,Incumbent,6.997501041410814,1826735.78,603551.38,0.7516542942192889,30.205,11.566,0.9955,0.005231,0.001415,0.001415,0.0,D,False
IA-01,IA,1,Likely R,Challenger,-3.23919947167052,16089170.85,9206031.59,0.6360562200742759,-5.804,6.445,0.1839,0.005194,0.008967,0.01246,-0.003493,R,False
NY-04,NY,4,Lean D,Challenger,5.110116322913344,14033455.239999998,4789502.899999999,0.7455499361802226,4.095,6.529,0.7347,0.005121,0.008632,0.010868,-0.002237,D,True
TX-28,TX,28,Likely D,Incumbent,5.10353280309821,2489675.05,794116.6,0.7581708327932437,28.465,11.416,0.9937,0.005108,0.001928,0.001928,0.0,D,False
CA-51,CA,51,Safe D,Incumbent,11.437344844143032,1737189.1,762055.76,0.6950855947744151,32.313,11.927,0.9966,0.005072,0.001345,0.001345,0.0,D,False
OR-05,OR,5,Toss-Up,Challenger,1.3926991240531428,22452287.28,10890238.85,0.6733829102348221,-0.451,6.363,0.4717,0.005007,0.013118,0.017388,-0.00427,D,False
IN-01,IN,1,Likely D,Incumbent,3.573714791027988,3431626.03,1081043.78,0.7604425261506115,26.924,11.295,0.9914,0.004842,0.002449,0.002658,-0.000209,D,False
NY-17,NY,17,Toss-Up,Challenger,2.957058137633134,21967927.54,9908205.35,0.6891653895348031,1.35,6.432,0.5831,0.004769,0.012682,0.017013,-0.004331,R,True
WI-03,WI,3,Likely R,Challenger,-4.072955843970282,15803687.18,8074405.56,0.6618488064386335,-6.496,6.482,0.1581,0.004457,0.007747,0.012239,-0.004492,R,False
PA-16,PA,16,Safe R,Challenger,-12.68595112222987,771634.33,1531454.18,0.3350432806423059,-19.935,6.88,0.0019,0.004415,0.000598,0.000598,0.0,R,False
CO-04,CO,4,Safe R,Open,-13.921511275641516,4517611.19,5434885.03,0.4539173982223326,-20.72,10.057,0.0197,0.004272,0.003313,0.003499,-0.000185,R,False
SC-05,SC,5,Safe R,Challenger,-11.5696148738559,29056.38,334453.7,0.07993280406419541,-27.059,6.827,0.0,0.004195,2.3e-05,2.3e-05,0.0,R,False
PA-10,PA,10,Likely R,Challenger,-5.326025754717467,14503386.4,9587076.65,0.6020385066861552,-8.403,6.538,0.0994,0.00413,0.005561,0.011232,-0.005671,R,False
OH-09,OH,9,Toss-Up,Incumbent,-2.6750752258288104,15426405.14,5097932.17,0.7516152607998625,19.779,11.225,0.961,0.004073,0.009646,0.011947,-0.002301,D,False
TX-26,TX,26,Safe R,Open,-14.460784914132033,106650.61,1652837.8800000001,0.060614553949142336,-36.334,10.095,0.0002,0.003992,8.3e-05,8.3e-05,0.0,R,False
WA-05,WA,5,Safe R,Challenger,-8.078962030869253,652387.08,4670284.61,0.12256759725114662,-20.541,6.664,0.001,0.003987,0.000458,0.000505,-4.7e-05,R,False
IL-17,IL,17,Lean D,Incumbent,2.1001234628320264,6180311.83,2036188.9,0.7521829587910229,24.976,11.181,0.9873,0.003965,0.003926,0.004786,-0.000861,D,False
CA-05,CA,5,Safe R,Challenger,-8.888000805717656,82051.67,1160351.97,0.06604268319754762,-25.03,6.702,0.0001,0.003645,6.4e-05,6.4e-05,0.0,R,False
CA-27,CA,27,Lean D,Challenger,4.063200566994896,26299014.71,11360877.02,0.6983295357976325,2.607,6.481,0.6562,0.003641,0.013113,0.020367,-0.007254,D,False
FL-11,FL,11,Safe R,Challenger,-8.31671764256397,68203.28,1147708.53,0.05609229175921895,-25.297,6.675,0.0001,0.003609,5.3e-05,5.3e-05,0.0,R,False
CA-13,CA,13,Lean D,Challenger,4.383782670392684,23765289.9,9111339.379999999,0.7228627271244396,3.143,6.496,0.6858,0.003569,0.011843,0.018405,-0.006562,D,False
AZ-06,AZ,6,Likely R,Challenger,-3.0859031340330274,22378622.2,10335803.4,0.6840597623086495,-5.231,6.438,0.2082,0.003496,0.009308,0.017331,-0.008023,R,False
OK-05,OK,5,Safe R,Challenger,-12.644828798930217,575447.17,1648511.94,0.2587489884200254,-21.408,6.878,0.0009,0.003459,0.000446,0.000446,0.0,R,False
AZ-09,AZ,9,Safe R,Incumbent,-15.971098802177186,9272137.32,497470.48,0.9490797900812353,13.212,12.308,0.8585,0.003407,0.007181,0.007181,0.0,R,False
OH-07,OH,7,Likely R,Challenger,-7.0155130829773595,104480.64,2000462.78,0.04963584246839281,-24.46,6.615,0.0001,0.003355,6.6e-05,8.1e-05,-1.5e-05,R,False
CA-41,CA,41,Likely R,Challenger,-3.5498506287901357,22672177.33,11296131.15,0.6674508783193905,-5.876,6.458,0.1815,0.003339,0.009767,0.017559,-0.007792,R,False
MI-01,MI,1,Safe R,Challenger,-12.864139449304293,1016282.01,1917998.41,0.34634795061611734,-19.939,6.889,0.0019,0.003323,0.000778,0.000787,-9e-06,R,False
AR-02,AR,2,Safe R,Challenger,-9.052831282224066,473322.69,3462711.99,0.12025368892328966,-21.772,6.709,0.0006,0.003288,0.000367,0.000367,0.0,R,False
NM-02,NM,2,Lean D,Incumbent,1.5160307331892997,18148542.95,8217388.2,0.6883330934435821,21.372,11.136,0.9725,0.003275,0.010934,0.014055,-0.003121,D,False
MN-02,MN,2,Lean D,Incumbent,-0.14427997792423597,10533982.24,3302472.56,0.7613209013626814,22.971,11.03,0.9814,0.003142,0.006424,0.008158,-0.001734,D,False
PA-08,PA,8,Toss-Up,Incumbent,-4.501763513589582,22971819.95,6833777.05,0.7707216852593155,18.631,11.368,0.9494,0.003079,0.012878,0.017791,-0.004912,R,False
MI-03,MI,3,Lean D,Incumbent,0.5192327169860678,5334354.79,1292985.4,0.8049013083784372,25.553,11.059,0.9896,0.003066,0.003831,0.004131,-0.0003,D,False
NY-19,NY,19,Toss-Up,Challenger,-0.9436788799621371,28201664.159999996,10494622.49,0.728795101583733,-2.539,6.343,0.3445,0.003064,0.011733,0.021841,-0.010108,D,False
WA-04,WA,4,Safe R,Challenger,-11.858442573624501,1848736.11,3208041.87,0.36559566532521565,-18.499,6.841,0.0034,0.003024,1.8e-05,0.001432,-0.001413,R,False
WI-06,WI,6,Safe R,Challenger,-10.259029707645526,90532.01,1019224.8300000001,0.0815782401485356,-25.412,6.766,0.0001,0.002995,7e-05,7e-05,0.0,R,False
IL-11,IL,11,Likely D,Incumbent,5.085982935594202,2599322.24,664293.0,0.7964548664137259,30.106,11.414,0.9958,0.002846,0.001965,0.002013,-4.8e-05,D,False
AZ-01,AZ,1,Lean R,Challenger,-2.448492787482301,24014148.06,7497606.08,0.7620695424732709,-3.936,6.409,0.2696,0.002829,0.00943,0.018598,-0.009168,R,False
MI-07,MI,7,Toss-Up,Open,-2.55840954579728,25729979.080000002,8649736.15,0.7484058232555639,-4.596,9.296,0.3105,0.002622,0.009706,0.019927,-0.010221,R,False
NY-03,NY,3,Lean D,Incumbent,1.705849946619914,9459261.73,2980710.67,0.7603925013531381,24.918,11.15,0.9873,0.002506,0.005945,0.007326,-0.001381,D,True
NV-03,NV,3,Lean D,Incumbent,1.8001935367752464,7128240.4399999995,2003557.18,0.7805955340477639,25.9,11.157,0.9899,0.002498,0.00437,0.005521,-0.001151,D,False
FL-21,FL,21,Likely R,Challenger,-6.707063416602949,265411.15,4346993.7299999995,0.05754289939958611,-23.256,6.601,0.0002,0.00246,0.000206,0.000206,0.0,R,False
VA-07,VA,7,Toss-Up,Open,0.6168037879000998,25063354.9,6146746.33,0.8030526628317508,-0.649,9.172,0.4718,0.002386,0.01391,0.01941,-0.0055,D,False
WI-07,WI,7,Safe R,Challenger,-12.13181484837636,240468.61,1418299.18,0.14496821764304935,-24.225,6.854,0.0002,0.002349,0.000169,0.000186,-1.7e-05,R,False
CA-01,CA,1,Safe R,Challenger,-12.4413722392534,79623.42,694249.77,0.10288949278627936,-26.593,6.869,0.0001,0.002135,6.2e-05,6.2e-05,0.0,R,False
MD-03,MD,3,Likely D,Open,8.507214711156301,2251855.96,53110.46,0.976958250003486,9.253,9.687,0.8303,0.001939,0.001739,0.001744,-5e-06,D,False
GA-06,GA,6,Safe R,Incumbent,-12.44589773553291,2240079.03,28099.47,0.9876114379886767,18.382,12.011,0.9371,0.001933,0.001731,0.001735,-4e-06,D,False
MD-06,MD,6,Lean D,Incumbent,1.142896202854865,6181071.449999999,1367517.78,0.8188379658327228,26.799,11.107,0.9921,0.001923,0.004593,0.004787,-0.000194,D,False
FL-08,FL,8,Safe R,Challenger,-11.553985107654771,72559.3,822282.09,0.0810862135020375,-26.957,6.826,0.0,0.001777,5.6e-05,5.6e-05,0.0,R,False
NE-01,NE,1,Safe R,Challenger,-9.41435049125387,127583.16,1794766.76,0.06636833319086881,-25.619,6.726,0.0001,0.001772,9.9e-05,9.9e-05,0.0,R,False
CO-03,CO,3,Likely R,Open,-7.619998140340705,18021552.459999997,3670143.3,0.8308042238556641,-9.366,9.628,0.1653,0.001752,0.013409,0.013957,-0.000548,R,False
VA-06,VA,6,Safe R,Challenger,-13.950633267870007,189895.43,969485.9,0.16379031220038706,-25.587,6.941,0.0001,0.001677,0.000146,0.000147,-1e-06,R,False
ND-00,ND,0,Safe R,Open,-20.198325659708185,1164239.0,3615342.9,0.24358595047822068,-32.437,10.504,0.001,0.001603,0.000902,0.000902,0.0,R,False
FL-17,FL,17,Safe R,Challenger,-9.993020786991144,69448.01,1112116.54,0.058776314844584655,-27.0,6.753,0.0,0.001566,5.4e-05,5.4e-05,0.0,R,False
