district_id,state,district,cook_rating,incumb_status,pvi,d_total,r_total,ratio,mu_hat,sigma_i,p_win,msg_i_per_1m,recommended_share,observed_share,difference,outcome,redistricting_flagged
TX-16,TX,16,Safe D,Incumbent,18.43690817546573,1474082.52,65048.19,0.9577370592521022,50.744,12.519,1.0,8e-06,0.001142,0.001142,0.0,D,False
GA-09,GA,9,Safe R,Challenger,-23.031996818710944,60994.1,491901.34,0.11031760363225276,-38.419,7.391,0.0,7e-06,4.7e-05,4.7e-05,0.0,R,False
OH-08,OH,8,Safe R,Challenger,-14.035211394428032,26353.13,1099422.87,0.023408857534713834,-37.208,6.945,0.0,7e-06,2e-05,2e-05,0.0,R,False
AR-01,AR,1,Safe R,Challenger,-21.391296630854292,94846.65,889704.9,0.09633487449184351,-37.359,7.308,0.0,7e-06,7.3e-05,7.3e-05,-0.0,R,False
MN-05,MN,5,Safe D,Incumbent,29.534822063444928,8064681.38,2255503.62,0.7814473655268777,55.716,13.519,1.0,6e-06,0.006245,0.006246,-1e-06,D,False
MA-06,MA,6,Safe D,Incumbent,10.243287841991489,1840168.69,13239.45,0.9928567001977233,43.111,11.829,0.9999,6e-06,0.001415,0.001425,-1e-05,D,False
AL-06,AL,6,Safe R,Challenger,-19.298201595586924,173213.53,2021427.7,0.07892567023358073,-36.147,7.202,0.0,6e-06,0.000134,0.000134,0.0,R,False
MA-02,MA,2,Safe D,Incumbent,12.66908430464133,1070531.65,7771.35,0.9927929811935976,45.733,12.029,0.9999,6e-06,0.000829,0.000829,0.0,D,False
GA-04,GA,4,Safe D,Incumbent,26.368184394606217,622047.45,44230.17,0.9336160052922083,58.437,13.226,1.0,6e-06,0.000482,0.000482,0.0,D,False
TX-29,TX,29,Safe D,Incumbent,20.482512838177314,950747.15,34169.18,0.9653075302345733,53.224,12.698,1.0,6e-06,0.000736,0.000736,-0.0,D,False
GA-14,GA,14,Safe R,Challenger,-22.307036948383235,3534994.34,10062930.19,0.2599657272844123,-32.268,7.354,0.0,5e-06,0.002737,0.002738,-1e-06,R,False
CA-18,CA,18,Safe D,Incumbent,22.530887217829346,2498797.41,199052.48,0.9262181040028139,54.021,12.879,1.0,5e-06,0.001935,0.001935,0.0,D,False
FL-03,FL,3,Safe R,Challenger,-9.079725707420678,18380.82,2131667.9,0.008549024879771097,-37.029,6.711,0.0,5e-06,1.4e-05,1.4e-05,0.0,R,False
FL-24,FL,24,Safe D,Incumbent,26.86007770418651,566479.18,33811.39,0.9436749606111586,59.336,13.271,1.0,5e-06,0.000439,0.000439,0.0,D,False
LA-02,LA,2,Safe D,Challenger,25.16643417438329,1898973.77,41221.17,0.9787541091102939,27.312,7.501,0.9999,5e-06,0.001471,0.001471,0.0,D,False
VA-11,VA,11,Safe D,Incumbent,17.903084074439196,2190664.25,64175.91,0.9715385989931986,50.656,12.473,1.0,4e-06,0.001696,0.001697,-0.0,D,False
OH-11,OH,11,Safe D,Incumbent,28.441346247008543,929166.07,84766.12,0.9163986301687492,60.033,13.417,1.0,4e-06,0.000717,0.00072,-2e-06,D,False
NY-21,NY,21,Safe R,Challenger,-9.049076835055661,91827.8,7636448.94,0.011882053799227691,-35.095,6.709,0.0,4e-06,7.1e-05,7.1e-05,0.0,R,False
NC-07,NC,7,Safe R,Challenger,-8.254535703796442,13221.0,1965223.57,0.006682522321057496,-37.417,6.672,0.0,4e-06,8e-06,1e-05,-2e-06,R,True
NJ-10,NJ,10,Safe D,Challenger,30.651816525153706,484650.82,22487.43,0.955658185908872,33.088,7.791,1.0,4e-06,0.000375,0.000375,0.0,D,False
IN-05,IN,5,Safe R,Challenger,-12.021418015673689,110598.0,5483301.03,0.019771182748716865,-35.767,6.849,0.0,4e-06,8.6e-05,8.6e-05,0.0,R,False
PA-05,PA,5,Safe D,Incumbent,13.93763368095236,1517602.1400000001,15279.31,0.9900322950610433,47.01,12.135,0.9999,4e-06,0.001175,0.001175,-0.0,D,False
CT-01,CT,1,Safe D,Incumbent,11.526638530994981,1658028.59,9170.2,0.9944996361231765,44.555,11.935,0.9999,4e-06,0.001284,0.001284,0.0,D,False
PA-02,PA,2,Safe D,Incumbent,21.679232400053635,846770.73,23697.85,0.9727757548698657,54.781,12.804,1.0,4e-06,0.000654,0.000656,-2e-06,D,False
WA-02,WA,2,Safe D,Incumbent,9.080595379195262,2463142.92,12774.78,0.994840385849659,41.921,11.734,0.9998,4e-06,0.001907,0.001908,-0.0,D,False
AL-07,AL,7,Safe D,Incumbent,14.226682719477429,2469451.0700000003,42634.27,0.9830283353351363,47.081,12.16,0.9999,4e-06,0.001907,0.001912,-6e-06,D,False
TX-35,TX,35,Safe D,Incumbent,21.121858476582872,908128.59,18791.67,0.9797267674352053,54.422,12.754,1.0,3e-06,0.000703,0.000703,0.0,D,False
IA-04,IA,4,Safe R,Challenger,-15.527668627078642,155195.04,4154572.67,0.03601007071446085,-36.437,7.017,0.0,3e-06,0.00012,0.00012,0.0,R,False
MI-06,MI,6,Safe D,Incumbent,10.536606251083619,1656970.4,6374.56,0.9961676259866143,43.541,11.853,0.9999,3e-06,0.001282,0.001283,-1e-06,D,False
KY-03,KY,3,Safe D,Incumbent,8.079431177631157,1142008.52,1732.75,0.9984850157588525,40.961,11.653,0.9998,3e-06,0.000884,0.000884,-0.0,D,False
PA-14,PA,14,Safe R,Challenger,-17.931297318589706,283275.01,4317326.840000001,0.06157346782791038,-36.056,7.135,0.0,3e-06,0.000219,0.000219,0.0,R,False
MD-05,MD,5,Safe D,Incumbent,13.90135693169312,1862260.7899999998,19070.54,0.9898632741102547,46.965,12.132,0.9999,3e-06,0.001441,0.001442,-2e-06,D,False
CA-07,CA,7,Safe D,Incumbent,18.0949623630077,1113903.11,11293.22,0.9899633337766042,51.504,12.49,1.0,2e-06,0.000863,0.000863,0.0,D,False
OH-04,OH,4,Safe R,Challenger,-20.55908860807346,2253188.55,13630125.21,0.14185884532951515,-34.018,7.266,0.0,2e-06,0.001742,0.001745,-3e-06,R,False
NY-16,NY,16,Safe D,Challenger,20.483740598184923,6486537.83,31799.04,0.9951216022377807,22.35,7.262,0.999,2e-06,0.005024,0.005024,0.0,D,False
CA-29,CA,29,Safe D,Incumbent,27.637639681993456,855062.42,39905.83,0.9554108986547847,60.602,13.343,1.0,2e-06,0.000662,0.000662,0.0,D,False
CA-50,CA,50,Safe D,Incumbent,14.071194061937565,1906098.41,10000.19,0.9947809627333375,47.317,12.147,1.0,2e-06,0.001453,0.001476,-2.3e-05,D,False
FL-10,FL,10,Safe D,Incumbent,14.832758363085407,3321111.66,35753.26,0.9893492109894014,47.955,12.211,1.0,2e-06,0.002562,0.002572,-1e-05,D,False
CT-03,CT,3,Likely D,Incumbent,6.922120923630809,1639641.5,2095.56,0.9987235714834871,39.717,11.56,0.9997,2e-06,0.00127,0.00127,0.0,D,False
VA-03,VA,3,Safe D,Incumbent,16.85842965665598,899213.42,5771.21,0.9936228640700783,50.293,12.383,1.0,2e-06,0.000696,0.000696,0.0,D,False
FL-12,FL,12,Safe R,Challenger,-16.34021772390692,56822.68,1836316.6300000001,0.030015054729384916,-38.499,7.056,0.0,2e-06,4.4e-05,4.4e-05,0.0,R,False
TX-08,TX,8,Safe R,Challenger,-16.869917309464675,47437.9,1436707.91,0.03196309936690116,-38.755,7.082,0.0,2e-06,3.7e-05,3.7e-05,0.0,R,False
MI-09,MI,9,Safe R,Challenger,-17.85195581310617,110216.31,2280379.89,0.04610410992872824,-37.713,7.131,0.0,2e-06,8.5e-05,8.5e-05,0.0,R,False
CA-36,CA,36,Safe D,Incumbent,21.379065236746058,2707281.69,45295.29,0.9835444057226693,54.834,12.777,1.0,1e-06,0.002097,0.002097,0.0,D,False
MO-07,MO,7,Safe R,Challenger,-24.16088679935535,37514.6,503233.8,0.06937533240967518,-42.627,7.449,0.0,1e-06,2.9e-05,2.9e-05,0.0,R,False
TX-20,TX,20,Safe D,Incumbent,15.203957520397655,713892.74,1539.08,0.997848739800251,48.647,12.242,1.0,1e-06,0.000553,0.000553,0.0,D,False
IL-05,IL,5,Safe D,Incumbent,18.68377102039282,1097958.34,4954.89,0.9955074525672343,52.332,12.541,1.0,1e-06,0.00085,0.00085,0.0,D,False
CA-08,CA,8,Safe D,Incumbent,26.86109662816917,969795.57,20893.56,0.9789100744448462,60.599,13.271,1.0,1e-06,0.000751,0.000751,0.0,D,False
PA-15,PA,15,Safe R,Challenger,-20.54575453550953,132903.98,2425288.5799999996,0.05195229713278504,-40.17,7.265,0.0,1e-06,0.000103,0.000103,-0.0,R,False
CO-02,CO,2,Safe D,Incumbent,16.877197454600925,2303536.95,15354.95,0.9933783243625974,50.305,12.385,1.0,1e-06,0.001784,0.001784,0.0,D,False
WA-01,WA,1,Safe D,Incumbent,13.178214590932551,3466653.82,12920.09,0.9962868758261267,46.403,12.072,0.9999,1e-06,0.002685,0.002685,-0.0,D,False
CA-33,CA,33,Safe D,Incumbent,12.701667657858678,4797056.96,30977.63,0.9935838011467105,45.795,12.032,0.9999,1e-06,0.003715,0.003715,0.0,D,False
FL-06,FL,6,Safe R,Challenger,-13.732136947426714,33487.38,2337500.54,0.014123808779253502,-39.83,6.93,0.0,1e-06,2.6e-05,2.6e-05,0.0,R,False
WA-07,WA,7,Safe D,Incumbent,36.72818037182857,3181508.51,6022.03,0.9981107537874759,71.943,14.209,1.0,0.0,0.002464,0.002464,-0.0,D,False
CA-11,CA,11,Safe D,Incumbent,37.65186614121579,11739026.18,211630.5,0.9822913078614187,72.386,14.301,1.0,0.0,0.009091,0.009091,0.0,D,False
CA-12,CA,12,Safe D,Open,40.46856696126791,1951251.44,4720.38,0.9975866830228669,43.982,12.086,0.9999,0.0,0.001507,0.001511,-4e-06,D,False
WV-01,WV,1,Safe R,Challenger,-23.41158043159246,72347.75,1727021.14,0.040207291791067926,-45.151,7.41,0.0,0.0,5.6e-05,5.6e-05,0.0,R,False
WA-09,WA,9,Safe D,Incumbent,21.550272727277893,1701561.53,1160.8,0.9993182681758804,55.564,12.792,1.0,0.0,0.001317,0.001318,-0.0,D,False
CA-34,CA,34,Safe D,Incumbent,34.29769394227007,5100043.5,592413.64,0.8959300657993184,65.569,13.972,1.0,0.0,0.002101,0.00395,-0.001849,D,False
WI-04,WI,4,Safe D,Incumbent,24.931618077414967,1356652.33,9052.65,0.993371445420079,59.017,13.095,1.0,0.0,0.001051,0.001051,0.0,D,False
NY-08,NY,8,Safe D,Incumbent,27.20390212058902,20244507.8,0.0,0.999999,61.704,13.303,1.0,0.0,0.015674,0.015678,-4e-06,D,False
NY-07,NY,7,Safe D,Incumbent,32.947096636428,616271.72,18222.27,0.9712806263145218,66.909,13.842,1.0,0.0,0.000477,0.000477,0.0,D,False
NY-05,NY,5,Safe D,Incumbent,31.66570070517945,2548056.09,46250.86,0.9821721712613846,65.909,13.72,1.0,0.0,0.001973,0.001973,0.0,D,False
OH-05,OH,5,Safe R,Challenger,-15.071640600961539,15088.76,2329991.19,0.0064342198652971305,-46.154,6.995,0.0,0.0,1.2e-05,1.2e-05,0.0,R,False
OH-03,OH,3,Safe D,Incumbent,19.48297892975578,1266809.96,0.0,0.999999,53.35,12.61,1.0,0.0,0.00098,0.000981,-1e-06,D,False
NY-09,NY,9,Safe D,Incumbent,26.546679495384446,1061633.75,0.0,0.999999,60.993,13.242,1.0,0.0,0.000822,0.000822,0.0,D,False
NY-12,NY,12,Safe D,Incumbent,34.68988016555067,1009847.3,0.0,0.999999,69.803,14.01,1.0,0.0,0.000782,0.000782,0.0,D,False
NY-10,NY,10,Safe D,Incumbent,35.683837953159355,2764329.95,4457.98,0.9983899164137139,70.823,14.107,1.0,0.0,0.002141,0.002141,0.0,D,False
OK-02,OK,2,Safe R,Challenger,-28.318688286984766,64650.65,1531778.02,0.04049704895364978,-50.939,7.666,0.0,0.0,5e-05,5e-05,0.0,R,False
OK-04,OK,4,Safe R,Challenger,-19.182424517801458,27833.46,5631744.57,0.004917939085292548,-52.93,7.197,0.0,0.0,2.2e-05,2.2e-05,0.0,R,False
OR-01,OR,1,Safe D,Incumbent,17.576673418835615,1016577.72,0.0,0.999999,51.288,12.445,1.0,0.0,0.000787,0.000787,0.0,D,False
PA-03,PA,3,Safe D,Incumbent,39.56244943477092,1052884.29,0.0,0.999999,75.075,14.491,1.0,0.0,0.0008,0.000815,-1.5e-05,D,False
NY-13,NY,13,Safe D,Incumbent,40.02459454905407,1133989.52,0.0,0.999999,75.575,14.537,1.0,0.0,0.000833,0.000878,-4.5e-05,D,False
NY-14,NY,14,Safe D,Incumbent,29.655224876126084,16716492.89,1860514.4,0.8998485401358747,60.714,13.53,1.0,0.0,0.012946,0.012946,0.0,D,False
NY-15,NY,15,Safe D,Incumbent,36.766509186357546,2012083.6099999999,0.0,0.999999,72.05,14.213,1.0,0.0,0.001297,0.001558,-0.000261,D,False
NJ-08,NJ,8,Safe D,Incumbent,23.722217972151167,2463492.82,7559.58,0.99694074476122,57.832,12.986,1.0,0.0,0.001908,0.001908,0.0,D,False
NC-10,NC,10,Safe R,Open,-22.055350387332396,2273.64,2609681.44,0.0008704743880970571,-77.977,10.64,0.0,0.0,2e-06,2e-06,0.0,R,True
NC-08,NC,8,Safe R,Open,-19.6845056221601,837.94,2046259.12,0.00040933085996420706,-80.614,10.466,0.0,0.0,0.0,1e-06,-0.0,R,False
NC-03,NC,3,Safe R,Open,-14.845244174580227,640.0,1165664.54,0.0005487417548764751,-71.933,10.122,0.0,0.0,0.0,0.0,0.0,R,False
MS-04,MS,4,Safe R,Challenger,-21.91982653549508,10.62,1121766.62,9.467120227898364e-06,-95.056,7.334,0.0,0.0,0.0,0.0,0.0,R,False
PA-11,PA,11,Safe R,Challenger,-13.771108373802177,19479.21,1807515.2,0.010661888122580518,-41.541,6.932,0.0,0.0,1.5e-05,1.5e-05,0.0,R,False
PA-09,PA,9,Safe R,Challenger,-21.24854746987166,9300.82,1892182.8,0.004891348998315326,-55.564,7.3,0.0,0.0,7e-06,7e-06,0.0,R,False
PA-13,PA,13,Safe R,Challenger,-25.087095894319965,64813.59,1481006.92,0.041928276653542394,-46.879,7.497,0.0,0.0,5e-05,5e-05,0.0,R,False
CO-01,CO,1,Safe D,Incumbent,28.762867479927927,1182532.98,10811.99,0.9909397615343366,63.077,13.447,1.0,0.0,0.000916,0.000916,0.0,D,False
CA-37,CA,37,Safe D,Incumbent,38.17115571896528,1101316.72,0.0,0.999999,73.57,14.352,1.0,0.0,0.000853,0.000853,0.0,D,False
CA-43,CA,43,Safe D,Incumbent,33.66523654372313,1238561.44,6788.28,0.9945490974214054,68.505,13.911,1.0,0.0,0.000959,0.000959,0.0,D,False
CA-44,CA,44,Safe D,Incumbent,25.585392212203978,1291497.72,0.0,0.999999,59.953,13.155,1.0,0.0,0.001,0.001,0.0,D,False
AZ-03,AZ,3,Safe D,Incumbent,24.623777496420452,4186932.87,79390.55,0.9813913428063549,58.267,13.067,1.0,0.0,0.00222,0.003243,-0.001023,D,False
AR-04,AR,4,Safe R,Challenger,-18.710195024103218,9156.36,2821992.91,0.0032341495014143145,-54.883,7.173,0.0,0.0,7e-06,7e-06,0.0,R,False
AL-05,AL,5,Safe R,Open,-17.288279129804017,0.0,691299.16,1e-06,-122.822,10.294,0.0,0.0,0.0,0.0,0.0,R,False
AL-04,AL,4,Safe R,Challenger,-32.99150514498746,0.0,1692460.67,1e-06,-126.029,7.919,0.0,0.0,0.0,0.0,0.0,R,False
AL-03,AL,3,Safe R,Challenger,-19.224766238484722,0.0,2037556.65,1e-06,-104.807,7.199,0.0,0.0,0.0,0.0,0.0,R,False
MO-08,MO,8,Safe R,Challenger,-27.92529244087229,60932.29,4020602.59,0.014928768659695982,-56.844,7.646,0.0,0.0,4.7e-05,4.7e-05,0.0,R,False
MO-06,MO,6,Safe R,Challenger,-21.2217918081147,18529.03,1752968.85,0.010459527052891533,-50.846,7.299,0.0,0.0,1.4e-05,1.4e-05,0.0,R,False
MO-04,MO,4,Safe R,Challenger,-22.699460623660684,11249.59,1140337.86,0.009768767452267735,-53.094,7.374,0.0,0.0,9e-06,9e-06,0.0,R,False
MO-03,MO,3,Safe R,Challenger,-16.521251165170824,47686.7,2693424.04,0.017396852780927775,-41.991,7.065,0.0,0.0,3.7e-05,3.7e-05,0.0,R,False
MN-07,MN,7,Safe R,Challenger,-19.328215156854412,9938.94,1615955.09,0.006112907616740558,-51.787,7.204,0.0,0.0,8e-06,8e-06,0.0,R,False
MO-01,MO,1,Safe D,Challenger,27.249169270162675,4955076.71,16076.14,0.9967661143229584,29.68,7.61,1.0,0.0,0.003835,0.003837,-2e-06,D,False
MN-06,MN,6,Safe R,Challenger,-12.677496490338452,82343.22,7115860.66,0.01143941202176674,-39.779,6.88,0.0,0.0,6.3e-05,6.4e-05,-1e-06,R,False
TN-01,TN,1,Safe R,Open,-30.27155839221352,0.0,1415175.06,1e-06,-142.836,11.262,0.0,0.0,0.0,0.0,0.0,R,False
TX-01,TX,1,Safe R,Challenger,-25.594871709035786,0.0,823988.49,1e-06,-114.627,7.523,0.0,0.0,0.0,0.0,0.0,R,False
CA-17,CA,17,Safe D,Incumbent,24.68124762453286,5258491.49,72202.27,0.9864553708671496,58.506,13.072,1.0,0.0,0.003988,0.004072,-8.4e-05,D,False
CA-19,CA,19,Safe D,Incumbent,18.97607047198322,1837814.17,7642.84,0.9958585651366649,52.66,12.566,1.0,0.0,0.001412,0.001423,-1.1e-05,D,False
MA-05,MA,5,Safe D,Incumbent,22.981622359533727,4766147.78,2462.68,0.9994835644427958,57.118,12.92,1.0,0.0,0.003691,0.003691,0.0,D,False
MA-07,MA,7,Safe D,Incumbent,35.552286282446815,1636120.86,23504.0,0.9858377633605705,70.241,14.094,1.0,0.0,0.001267,0.001267,0.0,D,False
MS-03,MS,3,Safe R,Challenger,-14.883227445186996,222.59,439640.66,0.0005060436396993838,-61.053,6.986,0.0,0.0,0.0,0.0,0.0,R,False
MI-13,MI,13,Safe D,Incumbent,24.1254278498976,2873299.51,51759.3,0.9823048685985224,57.76,13.022,1.0,0.0,0.002225,0.002225,0.0,D,False
MS-01,MS,1,Safe R,Challenger,-18.345109622786225,19821.33,998727.89,0.019460355583012477,-43.531,7.155,0.0,0.0,1.5e-05,1.5e-05,0.0,R,False
MI-02,MI,2,Safe R,Challenger,-16.32899492778914,18406.33,1361519.3199999998,0.013338638933191801,-43.351,7.056,0.0,0.0,1.4e-05,1.4e-05,0.0,R,False
MD-08,MD,8,Safe D,Incumbent,29.458751280694372,3003148.18,13283.27,0.9955963627152873,63.991,13.512,1.0,0.0,0.002323,0.002326,-3e-06,D,False
KY-01,KY,1,Safe R,Challenger,-24.043650607051916,250818.33,5518741.17,0.04347270012554685,-45.414,7.443,0.0,0.0,0.000192,0.000194,-2e-06,R,False
KY-02,KY,2,Safe R,Challenger,-21.47130501822055,27762.33,5461907.55,0.005057194805309495,-55.639,7.312,0.0,0.0,2.2e-05,2.2e-05,0.0,R,False
LA-04,LA,4,Safe R,Open,-13.802598221073296,1500.0,19499271.29,7.692003447931315e-05,-85.155,10.049,0.0,0.0,0.0,1e-06,-1e-06,R,False
MA-01,MA,1,Safe D,Incumbent,8.575942547188976,2881822.83,261.25,0.9999093537895675,41.547,11.693,0.9998,0.0,0.002232,0.002232,0.0,D,False
LA-01,LA,1,Safe R,Challenger,-22.944673490403893,74538.51,15253286.22,0.004862954222989735,-57.736,7.387,0.0,0.0,5.8e-05,5.8e-05,0.0,R,False
LA-03,LA,3,Safe R,Challenger,-21.06595306282636,15065.22,732895.62,0.020141722927633485,-46.619,7.291,0.0,0.0,1.2e-05,1.2e-05,0.0,R,False
TX-02,TX,2,Safe R,Challenger,-15.801396694115272,52835.1,4807661.29,0.0108703094829374,-43.929,7.03,0.0,0.0,4.1e-05,4.1e-05,0.0,R,False
MA-03,MA,3,Safe D,Incumbent,11.100187597102483,1178827.41,0.0,0.999999,44.281,11.899,0.9999,0.0,0.000913,0.000913,0.0,D,False
TX-09,TX,9,Safe D,Incumbent,26.617373897635815,439824.17,0.0,0.999999,61.069,13.249,1.0,0.0,0.000341,0.000341,0.0,D,False
TX-06,TX,6,Safe R,Challenger,-15.863029594192207,123995.08,6403027.67,0.01899718826627347,-40.664,7.033,0.0,0.0,9.6e-05,9.6e-05,0.0,R,False
TX-14,TX,14,Safe R,Challenger,-16.3040863161223,5600.65,1017220.38,0.0054756891340022595,-48.662,7.055,0.0,0.0,4e-06,4e-06,0.0,R,False
MD-07,MD,7,Safe D,Incumbent,30.226960116774826,431365.07,0.0,0.999999,64.974,13.584,1.0,0.0,0.000334,0.000334,0.0,D,False
TN-06,TN,6,Safe R,Incumbent,-17.433317798148636,89193.15,1710030.03,0.04957314411656257,-89.051,12.433,0.0,0.0,6.9e-05,6.9e-05,0.0,R,False
TN-08,TN,8,Safe R,Challenger,-21.234299336382385,35672.33,1599321.82,0.021818016902384635,-46.33,7.3,0.0,0.0,2.8e-05,2.8e-05,0.0,R,False
IL-15,IL,15,Safe R,Open,-21.8139353277361,0.0,1277932.4300000002,1e-06,-129.798,10.622,0.0,0.0,0.0,0.0,0.0,R,False
IL-12,IL,12,Safe R,Challenger,-23.83831770974748,116245.74,3197859.42,0.035076056548549596,-46.512,7.432,0.0,0.0,9e-05,9e-05,0.0,R,False
IL-09,IL,9,Safe D,Incumbent,20.158433724412745,1610398.83,7900.4,0.9951180845584411,53.914,12.67,1.0,0.0,0.001247,0.001247,0.0,D,False
HI-02,HI,2,Safe D,Incumbent,14.587435870590864,706756.02,10.0,0.9999858510458667,48.053,12.19,1.0,0.0,0.000547,0.000547,0.0,D,False
IL-01,IL,1,Safe D,Incumbent,21.557606615631734,601509.69,0.0,0.999999,55.595,12.793,1.0,0.0,0.000466,0.000466,0.0,D,False
IL-02,IL,2,Safe D,Incumbent,19.498388941928752,1358302.51,0.0,0.999999,53.367,12.612,1.0,0.0,0.00105,0.001052,-2e-06,D,False
IL-04,IL,4,Safe D,Incumbent,23.590651459594714,852232.18,0.0,0.999999,57.794,12.974,1.0,0.0,0.00066,0.00066,0.0,D,False
IN-06,IN,6,Safe R,Open,-19.774364527800465,21644.66,6109921.87,0.003530037535122366,-64.285,10.473,0.0,0.0,1.7e-05,1.7e-05,0.0,R,False
IL-07,IL,7,Safe D,Incumbent,36.705380273468435,978044.57,0.0,0.999999,71.984,14.207,1.0,0.0,0.000757,0.000757,0.0,D,False
TX-25,TX,25,Safe R,Open,-19.19898352457276,71.04,1716575.4100000001,4.138301162711751e-05,-97.415,10.431,0.0,0.0,0.0,0.0,0.0,R,False
TX-33,TX,33,Safe D,Incumbent,24.328975075347326,1678553.32,13949.49,0.9917580698137807,58.309,13.041,1.0,0.0,0.0013,0.0013,0.0,D,False
TX-30,TX,30,Safe D,Incumbent,27.154332784294745,1656565.9,7.07,0.9999957321529881,61.65,13.298,1.0,0.0,0.001283,0.001283,0.0,D,False
TX-37,TX,37,Safe D,Incumbent,23.953391586370323,625765.33,511.62,0.9991830770715735,58.159,13.007,1.0,0.0,0.000485,0.000485,0.0,D,False
GA-08,GA,8,Safe R,Challenger,-16.510851096950546,17678.83,989842.4,0.01754685605979737,-41.927,7.065,0.0,0.0,1.3e-05,1.4e-05,-1e-06,R,False
GA-13,GA,13,Safe D,Incumbent,27.507513349372736,1675775.09,5772.63,0.9965670733388405,61.914,13.331,1.0,0.0,0.001298,0.001298,0.0,D,False
HI-01,HI,1,Safe D,Incumbent,14.514952454064334,891335.38,0.0,0.999999,47.975,12.184,1.0,0.0,0.00069,0.00069,0.0,D,False
FL-20,FL,20,Safe D,Incumbent,26.10346106505017,634440.89,4587.6,0.9928209773557983,60.265,13.202,1.0,0.0,0.000491,0.000491,0.0,D,False
WY-00,WY,0,Safe R,Challenger,-25.77787700236944,16215.56,2471874.85,0.006517271211217762,-59.454,7.533,0.0,0.0,1.3e-05,1.3e-05,0.0,R,False
KY-05,KY,5,Safe R,Open,-32.1729608712165,0.0,805640.28,1e-06,-145.767,11.412,0.0,0.0,0.0,0.0,0.0,R,False
IL-16,IL,16,Safe R,Open,-13.631151449570353,0.0,2215533.53,1e-06,-117.184,10.037,0.0,0.0,0.0,0.0,0.0,R,False
MD-01,MD,1,Safe R,Open,-11.511437051533768,0.0,1419584.92,1e-06,-113.916,9.891,0.0,0.0,0.0,0.0,0.0,R,False
NE-03,NE,3,Safe R,Open,-29.05395314239278,0.0,1986270.78,1e-06,-140.959,11.168,0.0,0.0,0.0,0.0,0.0,R,False
OH-14,OH,14,Likely R,Open,-9.040584982726719,0.0,1658357.28,1e-06,-110.107,9.723,0.0,0.0,0.0,0.0,0.0,R,False
LA-05,LA,5,Safe R,Open,-16.599572159228913,0.0,2054171.08,1e-06,-121.76,10.245,0.0,0.0,0.0,0.0,0.0,R,False
OK-03,OK,3,Safe R,Open,-25.040406323060722,0.0,1287072.88,1e-06,-134.772,10.862,0.0,0.0,0.0,0.0,0.0,R,False
TX-11,TX,11,Safe R,Open,-22.919337360625505,0.0,2765922.73,1e-06,-131.502,10.703,0.0,0.0,0.0,0.0,0.0,R,False
TX-19,TX,19,Safe R,Open,-26.119921275348524,0.0,2707555.2600000002,1e-06,-136.436,10.943,0.0,0.0,0.0,0.0,0.0,R,False
TX-13,TX,13,Safe R,Open,-26.679313899188365,0.0,3935779.38,1e-06,-137.299,10.986,0.0,0.0,0.0,0.0,0.0,R,False
GA-05,GA,5,Safe D,Incumbent,31.892357754569606,994476.6000000001,751.78,0.9992446155926542,66.75,13.742,1.0,0.0,0.00077,0.00077,-0.0,D,False
UT-04,UT,4,Safe R,Challenger,-16.033873855329205,25171.29,1545329.57,0.016027555693283735,-41.89,7.041,0.0,0.0,1.9e-05,1.9e-05,0.0,R,False
AL-01,AL,1,Safe R,Challenger,-16.357029889797673,16817.5,2631446.59,0.0063503863015414,-47.839,7.057,0.0,0.0,1.3e-05,1.3e-05,0.0,R,False
TX-36,TX,36,Safe R,Open,-18.290803523740188,0.0,1472493.54,1e-06,-124.367,10.366,0.0,0.0,0.0,0.0,0.0,R,False
